lm_id,name
LMFA03020046,"12-oxo-10,11-dihydro-20-COOH-LTB4"
LMST04070031,Homodeoxycholic acid
LMSP02040010,1-O-tricosanoyl-Cer(d18:1/16:0)
LMSP03030057,MIPC(d18:0/22:0(2OH))
LMSP03030081,MIPC(d20:0/22:0)
LMSP03030096,MIPC(t20:0/16:0)
LMSP03030135,M(IP)2C(d20:0/22:0)
LMFA07070100,O-sebacoylcarnitine
LMFA07070105,Propionylcarnitine
LMST01160018,Withanolide
LMFA07070083,O-(11-carboxyundecanoyl)carnitine
LMFA03140010,12-oxo-Resolvin E1
LMFA07070091,O-glutarylcarnitine
LMFA07050204,3-aminobutyryl-CoA
LMFA07050153,(S)-3-hydroxybutanoyl-CoA
LMFA08020240,N-(3-oxo-hexanoyl)-homoserine thiolactone
LMFA07050243,3-ketoeicosanoyl-CoA
LMFA13010064,1-Octen-3-yl primeveroside
LMFA03130004,delta6-9-IsoF
LMFA07010987,WE 5:1(2Z)/6:0
LMGP02040006,PE(O-20:0/O-16:0)
LMFA01030766,hexadec-7Z-enoic acid
LMPK12070082,4-Hydroxypterocarpin
LMFA07010956,Methyl 4Z-octenoate
LMFA07010963,Methyl nonanoate
LMFA07050341,L-carnityl-CoA
LMFA07010693,(+/-)-Ethyl 2-hydroxy-2-methylbutyrate
LMFA07010781,Allyl valerate
LMGP02050054,PE(0:0/22:0)
LMST01040261,Peposterol
LMFA07010741,2-Propenyl 2-ethylbutanoate
LMFA07010979,Octadecyl fumarate
LMST01040244,5alpha-poriferastane
LMFA07050300,cis-6-hydroxyhex-3-enoyl-CoA
LMFA04020091,"(10R,13S,17R)-d15-11-NeuroF[11S,14R]"
LMGP12010109,"CL(1'-[16:0/18:1(9Z)],3'-[20:4(5Z,8Z,11Z,14Z)/16:0])"
LMGP12010242,"CL(1'-[18:0/16:0],3'-[18:2(9Z,12Z)/18:0])"
LMGP12010103,"CL(1'-[16:0/18:1(9Z)],3'-[20:0/16:0])"
LMGP12010092,"CL(1'-[16:0/18:1(9Z)],3'-[18:1(9Z)/18:0])"
LMGP12010158,"CL(1'-[16:0/20:0],3'-[18:0/18:0])"
LMFA01100001,2S-amino-tridecanoic acid
LMPK12110168,trans-Tephrostachin
LMGP12010503,"CL(1'-[18:1(9Z)/18:0],3'-[20:0/20:0])"
LMGP12010515,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[16:0/20:0])"
LMFA01010023,Tricosylic acid
LMGP12010547,"CL(1'-[18:1(9Z)/18:2(9Z,12Z)],3'-[16:0/16:0])"
LMGP12010538,"CL(1'-[18:1(9Z)/18:1(9Z)],3'-[20:0/18:2(9Z,12Z)])"
LMFA02040003,delta14-9-PhytoF
LMPK12111108,Scutellarein 7-rhamnoside
LMGP12010873,"CL(1'-[20:0/16:0],3'-[16:0/18:1(9Z)])"
LMGP12010800,"CL(1'-[18:2(9Z,12Z)/20:0],3'-[16:0/18:0])"
LMFA02000317,"9,10,18-trihydroxy-12Z-octadecenoic acid"
LMGP12010703,"CL(1'-[18:2(9Z,12Z)/18:0],3'-[18:1(9Z)/16:0])"
LMGP12010798,"CL(1'-[18:2(9Z,12Z)/18:2(9Z,12Z)],3'-[20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)])"
LMGP12010931,"CL(1'-[20:0/18:0],3'-[20:0/16:0])"
LMGP01090004,PC(14:1(9Z)/P-18:0)
LMGP01090018,PC(18:1(9Z)/P-18:0)
LMGP01090025,"PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))"
LMGP12010935,"CL(1'-[20:0/18:0],3'-[20:0/20:0])"
LMGP12011107,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/16:0],3'-[18:2(9Z,12Z)/18:1(9Z)])"
LMGP12011129,"CL(1'-[20:4(5Z,8Z,11Z,14Z)/18:0],3'-[18:0/16:0])"
LMFA01140056,Cyclopropanenonanoic acid
LMFA06000129,4-oxo-2E-Octenal
LMFA02000314,"9R,12S,13S-Trihydroxy-10E,15Z-octadecadienoic acid"
LMFA01140039,2-Cyclopentene-1-pentadec-9c-enoic acid
LMPK12111401,"Hypolaetin 8,3',4'-trimethyl ether"
LMFA02000319,"3Z,6Z,9Z-Octadecatrienoic acid"
LMFA04020059,"(13R,16S,20R)-d18-14-NeuroF[14S,17R]"
LMFA04020100,"(10S,13R,17R)-d15-11-NeuroF[11S,14S]"
LMFA04020127,"(10R,14S,17S)-d11-13-NeuroF[13R,16S]"
LMFA04020185,"(7R,11S,14R)-d8-10-NeuroF[10S,13S]"
LMFA04020203,"(7S,11S,14R)-d8-10-NeuroF[10R,13S]"
LMFA04020350,"(11R,14S,17S)-d15-10-NeuroF[10S,13R]"
LMFA04020380,"(10R,13S,16R)-d11-14-NeuroF[14S,17S]"
LMFA06000217,9Z-Hexadecenal
LMFA03130155,"(5S,8R,11R)-d6-9-IsoF[9S,12R]"
LMFA03130186,"(8S,11R,15R)-d13-9-IsoF[9R,12S]"
LMFA03130202,"(8R,12R,15R)-d9-11-IsoF[11S,14R]"
LMFA04020408,"(8R,11R,14S)-d12-7-NeuroF[7R,10R]"
LMFA04020453,"(7S,10R,13S)-d8-11-NeuroF[11R,14R]"
LMFA04020459,"(7S,10S,13R)-d8-11-NeuroF[11S,14R]"
LMFA04020466,"(5R,8R,11R)-d9-4-NeuroF[4S,7R]"
LMFA02040088,"(10S,13R,16R)-d14-9-PhytoF[9R,12R]"
LMFA03130062,"(9S,12R,15S)-d13-8-IsoF[8S,11R]"
LMFA02000110,13-HpOTrE
LMFA03130050,"(9R,12S,15R)-d13-8-IsoF[8S,11R]"
LMFA02040114,"(9R,12S,16S)-d14-10-PhytoF[10R,13S]"
LMFA03110219,"8,15-diepi-15-D2t-IsoP"
LMFA01150016,"9-(3,5-dimethylfuran-2-yl)-nonanoic acid"
LMFA03110228,"ent-8,11-diepi-8-D2t-IsoP"
LMFA04010409,10-epi-7-A4-NeuroP
LMFA04010407,7-A4-NeuroP
LMFA04010123,ent-20-F4t-NeuroP
LMFA04010085,"ent-13,16-diepi-13-F4t-NeuroP"
LMFA04010121,10-epi-17-F4c-NeuroP
LMFA04010128,"ent-13,20-diepi-20-F4c-NeuroP"
LMFA04010140,ent-7-epi-4-D4c-NeuroP
LMFA04010373,"10,17-diepi-17-E4c-NeuroP"
LMFA04010402,ent-4-epi-4-A4-NeuroP
LMFA04010437,"7,14-diepi-14-A4-NeuroP"
LMFA04010495,13-J4-NeuroP
LMFA08030017,N-(3-oxo-decanoyl)-homoserine lactone
LMFA03110340,15-epi-17-F2c-dihomo-IsoP
LMFA00000042,4-dimethylarsenobutanoic acid
LMST04010441,5beta-Cholanoic acid
LMFA04010420,ent-4-epi-11-A4-NeuroP
LMFA04010428,ent-16-epi-13-A4-NeuroP
LMFA03110292,ent-5-epi-7-F2t-dihomo-IsoP
LMFA01120014,11-cys-12-nitro-octadecenoic acid
LMFA07011101,22-methyl-tricosanyl oleate
LMFA01050558,Nebraskanic acid
LMFA01070037,"9,10-epoxy-11,13-docosadiynoic acid"
LMFA01070042,"ethyl 5R,6R-epoxy-7-eicosynoate"
LMGP20050010,PKOHA-PI
LMST05010044,Cholic acid glucuronide
LMFA08020267,N6-physeteroyl lysine
LMFA01160093,2-tetracosyl-3-hydroxy-40-oxo-41-methyl-nonapentacontanoic acid
LMFA01160120,"2-tetracosyl-3-hydroxy-36,37-epoxy-38-methyl-hexapentacontanoic acid"
LMFA02000353,"6Z,8E,10E,12Z-octadecatetraenoic acid"
LMFA08030027,N-butanoyl-homoserine lactone
LMPR01070356,"Fucoxanthinol 3,3'-dipalmitate"
LMFA01031166,19-methyl-7Z-eicosenoic acid
LMFA08020275,alpha-N-(3-hexadecanoyloxy-hexadecanoyl)-L-ornithine
LMSP02040071,omega-linoleoyloxy-Cer(d22:1/28:0)
LMSP02040093,omega-linoleoyloxy-Cer(t20:1(6OH)/28:0)
LMFA03120020,"4R,12S-dihydroxy-9-oxo-5E,7Z,10Z,14Z-prostatetraenoic acid-cyclo[8,12]"
LMFA04000092,Resolvin T2
LMFA01020155,"3,3-dimethyl-nonanoic acid"
LMFA07050016,3-oxo-octanoyl-CoA
LMSP02040127,omega-linoleoyloxy-Cer(d21:0/30:0)
LMSP02030051,Cer(t18:0/14:0)
LMSP02010144,Cer(t18:1(6OH)/20:0)
LMFA03010229,Sarcoehrendin G
LMPK03000022,Squamosten B
LMFA02000167,"9,14-DiHODE"
LMSP02040166,omega-linoleoyloxy-Cer(d18:1/26:0)
LMFA01170148,Asperitaconic acid C
LMFA03020001,LTB4
LMST03010001,Vitamin D2
LMFA03010121,15-methyl-15R-PGF2alpha
LMFA03110006,8-iso-PGF2beta
LMFA03120045,punaglandin 8
LMPK12120362,Kanakugiol
LMST04030228,"3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA"
LMFA03070006,11S-HEPE
LMFA03050008,"(+/-)11,12-DiHETrE"
LMFA01020008,Sarcinic acid
LMFA03060006,8S-HETE
LMFA03010057,"16,16-dimethyl-PGE1"
LMFA01050125,"13-hydroxy-9,11-octadecadienoic acid"
LMFA03060043,15-HpETE
LMGP01040083,PC(O-8:0/O-16:0)[U]
LMSP02050004,CerP(d18:1/18:0)
LMFA01050036,alpha-hydroxy lauric acid
LMFA02000242,5-keto stearic acid
LMST04010028,Allohyodeoxycholic acid
LMFA02000132,14-hydroxy stearic acid
LMFA01010010,Capric acid
LMFA01030021,cis-gamma-octenoic acid
LMFA01050020,2-hydroxy caprylic acid
LMFA01030155,Pseudoeleostearic acid
LMST04010127,Dehydrolithocholic Acid
LMGP01040022,PC(O-14:0/O-1:0)[S]
LMST01040124,Clerosterol
LMPK12090014,Isopsoralidin
LMFA05000016,"13-tetradecen-2,4-diyn-1-ol"
LMFA06000019,2-heptenal
LMFA06000077,"2-tridecene-4,7-diynal"
LMFA02000272,12-oxo-9-octadecynoic acid
LMGP01010404,PC(10:0/9:0)[U]
LMGP01050008,PC(11:0/0:0)[U]
LMGP01050044,PC(2:0/0:0)[U]
LMGP01010510,PC(14:0/21:0)[U]
LMGP01010527,PC(15:0/12:0)[U]
LMGP01010583,PC(16:0/18:1(9Z))[S]
LMGP01010617,PC(16:0/20:0)[U]
LMGP01010621,"PC(16:0/20:3(5E,8E,11E))[U]"
LMGP01010708,PC(17:0/17:0)[U]
LMGP01040054,PC(O-18:0/O-2:0)[S]
LMFA08010004,Oleamide
LMFA08020010,N-isopropyl arachidonoyl amine
LMGP01020037,PC(O-16:0/18:1(9Z))[S]
LMFA08020047,"(-)N-(2R-hydroxy-propyl) alpha,alpha-dimethylarachidonoyl amine"
LMGP01010769,"PC(18:0/18:2(9Z,12Z))[U]"
LMGP01010771,"PC(18:0/18:3(9Z,12Z,15Z))[U]"
LMGP01010797,"PC(18:0/20:3(5Z,8Z,11Z))[U]"
LMGP01010808,PC(18:0/21:0)[U]
LMGP01010901,PC(18:1(9Z)/2:0)[U]
LMGP01010911,"PC(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[U]"
LMGP01011013,PC(20:0/19:0)[U]
LMGP01011101,PC(22:0/22:0)[U]
LMGP01011134,PC(23:0/22:0)[U]
LMGP01011165,PC(24:1(5Z)/24:1(5Z))[U]
LMGP01011168,PC(25:0/11:0)[U]
LMSP0601EJ00,"XO ganglioside, sLex-8, sialyl Lex"
LMGP01040064,PC(O-18:1(9Z)/O-18:1(9Z))[S]
LMSP0502AK00,type IV B antigen
LMFA01090041,2-fluoro-palmitic acid
LMGP01011241,PC(7:0/8:0)[U]
LMGP01011261,PC(9:0/17:0)[U]
LMFA01030425,"5Z,9Z-hexacosadienoic acid"
LMFA01020196,13-methyl-hexadecanoic acid
LMPR0104010023,2E-Phytenoic acid
LMGP01020107,"PC(O-18:0/22:5(4Z,7Z,10Z,13Z,16Z))"
LMFA01020242,Isocaprylic acid
LMFA02000209,10-HOME(8)
LMFA01030332,"6Z,9Z-octadecadienoic acid"
LMFA01030353,"9Z,12Z,15E-octadecatrienoic acid"
LMFA01050189,Turpetholic acid C
LMFA02000270,"4-oxo-9Z,11Z,13E,15E-octadecatetraenoic acid"
LMFA01060147,3-oxo-tetracosanoic acid
LMFA01050252,3S-hydroxy-dodecanoic acid
LMFA01030560,Ximenynic acid
LMSP0601AQ00,GD1b
LMSP0601DL00,sialyl-Lea
LMFA01030506,5-nonynoic acid
LMGL02010049,DG(18:1(9Z)/18:1(9Z)/0:0)
LMGL02010105,DG(16:1(9Z)/22:0/0:0)[iso2]
LMGL02010143,"DG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)[iso2]"
LMGL02010241,"DG(19:0/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]"
LMGL02010255,"DG(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)/0:0)[iso2]"
LMGL02010301,"DG(22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)[iso2]"
LMFA01030596,3-tridecynoic acid
LMGL02010221,"DG(20:0/22:3(10Z,13Z,16Z)/0:0)[iso2]"
LMGL02010047,DG(16:1(9Z)/20:0/0:0)[iso2]
LMGP02010264,PE(10:0/15:0)[U]
LMGL03010080,TG(16:0/16:0/20:0)[iso3]
LMGL03010119,TG(17:0/18:0/18:1(9Z))[iso6]
LMGL03010348,"TG(17:0/18:1(9Z)/20:2(11Z,14Z))[iso6]"
LMGL03010396,"TG(17:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]"
LMGL03010415,"TG(16:0/17:0/22:3(10Z,13Z,16Z))[iso6]"
LMFA01020276,3-oxo-4-methyl-pentanoic acid
LMST01150009,Leptinidine
LMGL03010460,"TG(16:1(9Z)/17:2(9Z,12Z)/22:0)[iso6]"
LMFA07060035,"9-hydroxy-3,5,7,11,13,15,17-octaoxo-eicosanoyl-[acp]"
LMGL03010878,"TG(16:1(9Z)/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
LMFA06000112,2Z-hexadecenal
LMGL03010483,"TG(18:0/18:2(9Z,12Z)/20:1(11Z))[iso6]"
LMGL03010708,"TG(16:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]"
LMGL03010854,"TG(16:1(9Z)/17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03010236,"TG(17:0/17:2(9Z,12Z)/20:1(11Z))[iso6]"
LMGL03010697,TG(17:0/18:1(9Z)/22:1(13Z))[iso6]
LMGL03010906,"TG(16:1(9Z)/19:0/22:3(10Z,13Z,16Z))[iso6]"
LMST01010109,Cucurbitacin H
LMGL03011143,"TG(17:2(9Z,12Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
LMPR01070150,OH-Spheroidene
LMGL03010993,"TG(17:2(9Z,12Z)/18:0/22:4(7Z,10Z,13Z,16Z))[iso6]"
LMGL03011106,TG(18:1(9Z)/20:0/21:0)[iso6]
LMGL03011123,"TG(18:1(9Z)/18:3(9Z,12Z,15Z)/22:1(13Z))[iso6]"
LMGL03011195,"TG(17:1(9Z)/20:2(11Z,14Z)/22:1(13Z))[iso6]"
LMGL03011911,TG(20:1(11Z)/21:0/21:0)[iso3]
LMGL03011480,"TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/21:0)[iso6]"
LMGL03011700,"TG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
LMGL03010939,"TG(18:3(9Z,12Z,15Z)/19:0/20:3(8Z,11Z,14Z))[iso6]"
LMGL03011251,"TG(17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6]"
LMGL03011586,"TG(16:1(9Z)/22:0/22:2(13Z,16Z))[iso6]"
LMPK12110059,Ovalifolin
LMGL03011661,"TG(17:1(9Z)/21:0/22:2(13Z,16Z))[iso6]"
LMGL03011808,"TG(20:0/20:1(11Z)/22:2(13Z,16Z))[iso6]"
LMGL03011819,"TG(20:0/20:0/22:4(7Z,10Z,13Z,16Z))[iso3]"
LMGL03011887,"TG(20:0/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
LMPR01090023,"9,13-di-cis-retinoic acid"
LMGL03011900,"TG(16:1(9Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03011245,"TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
LMGL03011761,"TG(16:1(9Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03012016,"TG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03012008,"TG(18:0/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
LMGL03012019,"TG(17:2(9Z,12Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03012039,"TG(20:3(8Z,11Z,14Z)/21:0/21:0)[iso3]"
LMGL03012000,"TG(18:3(9Z,12Z,15Z)/21:0/22:2(13Z,16Z))[iso6]"
LMFA01030708,"10-hydroxy-2E,8Z-Decadiene-4,6-diynoic acid"
LMGL03011991,"TG(18:3(9Z,12Z,15Z)/22:0/22:3(10Z,13Z,16Z))[iso6]"
LMGL03012031,"TG(17:2(9Z,12Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGP02010204,PE(14:0/13:0)[U]
LMGL03012107,"TG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso3]"
LMGL03012211,"TG(20:4(5Z,8Z,11Z,14Z)/21:0/22:1(13Z))[iso6]"
LMGL03012368,"TG(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGL03012373,"TG(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMPR01070043,Lutein G
LMGP02010144,PE(18:1(9Z)/20:0)[U]
LMGP02010210,PE(21:0/19:0)[U]
LMGP02010248,PE(13:0/19:0)[U]
LMGL03012578,"TG(22:0/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
LMSP0601AS03,GD1a(d18:1/20:0)
LMGL03012465,"TG(22:0/22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))[iso3]"
LMPR01070186,Plectaniaxanthin
LMGL03012598,"TG(22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3]"
LMGL03012512,"TG(22:1(13Z)/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6]"
LMGL03012552,"TG(22:1(13Z)/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
LMGP02010018,PE(16:0/18:1(9Z))[U]
LMGP02010019,PE(16:1(9Z)/16:1(9Z))[U]
LMGP02010057,PE(12:0/13:0)[U]
LMGP02010064,PE(16:0/17:0)[U]
LMGP02010128,"PE(18:0/20:2(11Z,14Z))[U]"
LMGP02010276,PE(25:0/24:0)[U]
LMGP02010284,PE(9:0/15:0)[U]
LMGP02010140,"PE(20:0/20:2(11Z,14Z))"
LMPK12120174,"Okanin 3,4,3'-trimethyl ether 4'-glucoside"
LMPK04000007,Oleandomycin
LMSP0601AS05,GD1a(d18:1/24:0)
LMGP02020017,PE(O-18:0/22:0)
LMGP04010034,PG(18:1(11E)/18:1(11E))[U]
LMPR03070023,Nor-Dolichol-[13-22]
LMGP02010342,PE-NMe(12:0/12:0)[U]
LMGP10010017,"PA(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))[S]"
LMST03020255,"22-ethyl-1alpha,22-dihydroxy-25,26,27-trinorvitamin D3"
LMPR03010005,Undecaprenol
LMST02020042,5alpha-dihydrotesosterone
LMST03020070,"1alpha,25-dihydroxy-23-azavitamin D3"
LMST03020372,"1alpha,25-dihydroxy-26-methylvitamin D3 / 1alpha,25-dihydroxy-26-methylcholecalciferol"
LMST03020175,"1beta,25-dihydroxy-6,7-didehydro-3-epiprevitamin D3 / 1beta,25-dihydroxy-6,7-didehydro-3-epiprecholecalciferol"
LMST03020451,"1alpha,25-dihydroxy-26,27-dimethyl-22,22,23,23-tetradehydro-24a-homo-20-epivitamin D3"
LMPK12120437,Linderone
LMGP02010288,PE(20:0/24:1(15Z))
LMST03020501,"1alpha,25-dihydroxy-2beta-(4-hydroxybutyl)vitamin D3"
LMST03020073,"1alpha-hydroxy-24-(dimethoxyphosphoryl)-25,26,27-trinorvitamin D3"
LMST03020476,"(22S)-1alpha,22,25-trihydroxy-26,27-dimethyl-24a-homovitamin D3"
LMST03020547,"1alpha,2alpha,25-trihydroxy-19-norvitamin D3"
LMPR0103410003,Matricin
LMST02030092,Corticosterone
LMPR0102070000,Iridoid skeleton
LMFA02000006,"9R,10S,18-trihydroxy-stearic acid"
LMPK04000019,Avermectin A2b
LMPK04000020,Avermectin B1b
LMST02020075,Testosterone enanthate
LMST02030104,Desogestrel
LMPR01070137,Hydroxyspirilloxanthin
LMGL03010000,TG
LMGP05010000,PGP
LMPK12120550,Flavokawin A
LMGP01020173,"PC(O-18:2(9Z,12Z)/2:0)"
LMPR04000015,"N-ornithinyl-35-aminobacteriohopane-32,33,34-triol"
LMFA03110008,8-iso-PGA1
LMPR01070268,alpha-Cryptoxanthin
LMPR01070171,4-Keto-gamma-carotene
LMFA02000047,"alpha-15,16-DiHODE"
LMFA00000001,2-methoxy-12-methyloctadec-17-en-5-ynoyl anhydride
LMSP01080025,Fumonisin B4
LMPR01070068,Pectenolone
LMFA08020079,N-palmitoyl glycine
LMPK12120056,Xanthoangelol C
LMPK12120450,Brosimacutin H
LMPK12120490,Myrigalon B
LMPK12140045,4'-Hydroxyisoderricin
LMPK12130057,Neoraufuracin
LMPK12120392,Praecanson A
LMPK12120253,Chalconaringenin 2'-rhamnosyl-(1->4)-glucoside
LMPK12140084,Ponganone V
LMFA13010013,"1-(O-alpha-D-glucopyranosyl)-(1,3R,27S,29R)-triacontanetetrol"
LMPK12140242,Naringenin 4'-O-glucoside
LMPR0105060003,Hyrtial
LMPR0106180004,(+)-Ursolic acid
LMPK12140473,Sophoraflavanone D
LMPR0103480003,(+)-2-Himachalen-7-ol
LMPK12140124,Scutamoenin
LMPK12140116,Kushenol R
LMPK12140278,Selinone
LMPR0103620002,(+)-Marmasmic acid
LMST05040009,Taurolithocholic acid 3-glucuronide
LMPK12140533,Steppogenin
LMGP02050007,PE(13:0/0:0)
LMPK12140528,Kuwanon D
LMPR0106200003,(+)-12-Neophoen-3beta-ol
LMPR0103460002,6-Valerene-11-ol
LMPR0103490002,8beta-Hydroxy-3-longipinen-5-one
LMPR0106180003,(+)-3beta-Hydroxy-ursan-28-oic acid
LMPR0103670001,(-)-Obtusadiene
LMST02030155,3-hydroxypregnan-20-one
LMST01150015,tomatine
LMFA02000238,"(9S,10S)-9,10-dihydroxyoctadecanoic acid"
LMST01100006,cimicifoetiside A
LMFA01060183,5-Oxododecanoic acid
LMPR0104220001,Sphaerodiene
LMPK01000055,Trichostatin
LMPK12110761,Isoscoparin 2''-O-ferulate
LMPK12111386,"8-Hydroxyluteolin 8,3'-dimethyl ether 7-glucoside"
LMPK12110422,Licoflavone C
LMPK12110206,Vicenin 1
LMPK12110486,Lucenin 1
LMPK12110921,Cycloheterophyllin
LMPK12110932,Cyclomulberrin
LMPK12111400,"Hypolaetin 8,3'-dimethyl ether"
LMPK12110050,evolvuside B
LMPK12110455,Acacetin 7-[3'''-(2-methylbutyryl)rutinoside]
LMPK12110750,Scoparin 2''-O-glucoside
LMPK12112445,Desmanthin 1
LMPK12110443,Isocytisoside 7-O-glucoside
LMPK12110326,Isovitexin 7-O-(6'''-caffeoyl)-beta-D-glucopyranoside
LMPK12110862,Tricin 7-neohesperidoside
LMPK12111030,Swertiajaponin
LMPK12112141,Quercetin 3-(6''-galloylglucoside)
LMPK12111241,"6-Hydroxyluteolin 5,6,7,4'-tetramethyl ether"
LMPK12111070,Lethedocin
LMPK12110997,Aciculatin
LMPK12111254,6-Methoxyluteolin 7-sulfate
LMPK12111385,8-Hydroxyluteolin 4'-methyl ether 8-glucuronide
LMPK12111553,5-Deoxyrhamnocitrin
LMPK12112048,Quercetin 3-glucosyl-(1->6)-galactoside
LMPK12111350,Isoscutellarein 4'-methyl ether 7-allosyl-(1->2)-glucoside
LMPK12110887,Isoetin 7-glucoside-2'-(4''-acetylxyloside)
LMPK12110975,Isoswertisin 2''-acetate
LMPK12112812,6-Methoxykaempferol 3-galactoside
LMPK12112814,Eupalitin 3-galactoside
LMPK12112591,"Kaempferol 7,4'-dimethyl ether 3-glucoside"
LMPK12112575,Rhamnocitrin 3-glucuronide
LMPK12111676,Kaempferol 3-isorhamninoside
LMPK12111955,Kaempferol 3-(2''-feruloylglucosyl)-(1->2)-(6''-malonylglucoside)
LMPK12111890,Platanoside
LMPK12111899,Multiflorin A
LMPK12112205,Primflaside
LMPK12112423,Myricetin 3-glucoside-7-galactoside
LMPK12111902,Kaempferol 3-(2''-p-coumaryl-rhamnoside)-7-rhamnoside
LMPK12112313,"Quercetin 3,7,3',4'-tetra-O-sulfate"
LMPK12112742,"Quercetin 3,3'-dimethyl ether 4'-isovalerate"
LMPK12112710,"Quercetin 3,7-dimethyl ether 5-glucoside"
LMPK12112790,"Myricetin 3,7,4'-trimethyl ether"
LMPK12112623,"Rhamnetin 3'-glucuronide-3,5,4'-trisulfate"
LMPK12112890,Tagetiin
LMPK12050385,Tectorigenin
LMPK12020003,Epicatechin
LMPR0103080001,beta-Elemenone
LMPK12020225,Epimopanan-4alpha-ol
LMPK12113186,"Corniculatusin 3,7-diglucoside"
LMPK12020176,Epiguibourtinidol-4alpha-ol
LMPK12112820,"6-Hydroxykaempferol 3,6,7-triglucoside"
LMPK12140083,Ovalichromene
LMPK12113160,"Herbacetin 3,7,8-trimethyl ether"
LMPK12113187,Haplogenin 3-rutinoside
LMPK12113311,Calycopterin
LMPK12020058,Catechin 7-O-apiofuranoside
LMPK12020075,(-)-Amurensisin
LMFA07010464,SFE 2:0/12:0
LMPK12020208,"Leucodelphinidin 4-O-[2,4-bisgalloyl-6-(3-galloylgalloyl)-beta-D-glucopyranoside]"
LMPK12050478,Macrocarposide
LMPK12112912,Patuletin 5-glucoside
LMPK12050486,4'-O-Methylkievitone
LMPK12050423,Caviunin
LMPK12050334,2'-Hydroxy-5'-methoxybiochanin A
LMPK12050222,Biochanin A 7-O-xylosyl-(1->6)-glucoside
LMPK12050101,Texasin
LMPK12060046,Boeravinone C
LMPK12050073,Preferrugone
LMPK12050379,5-Methoxyafrormosin 7-O-laminaribioside
LMPK12050391,"7,4'-Di-O-methyltectorigenin"
LMPK12080060,Glabrene
LMPK12060075,"6-Hydroxy-6a,12a-dehydro-alpha-toxicarol"
LMPK12050345,Robustone methyl ether
LMPK12050473,(+)-Dihydrowighteone
LMPK12070100,Edulenol
LMPK12050107,Fujikinetin 7-O-laminaribioside
LMPK12050130,8-O-Methylretusin 7-O-glucoside
LMPK12010119,Cyanidin 3-(2''-glucuronosylglucoside)
LMPK12010264,Vincanin A
LMPK12060031,Dalbinol O-glucoside
LMFA07010533,SFE 12:1(3Z)/4:1(2E)
LMPK12160027,Glabrescin
LMFA01170098,Aminoadipic acid
