lm_id,lm_name,refmet_standardized_name,refmet_formula,refmet_exact_mass,refmet_super_class,refmet_main_class,refmet_sub_class,refmet_pubchem_cid,refmet_chebi_id,refmet_hmdb_id,refmet_lm_id,refmet_kegg_id,refmet_inchi_key,refmet_id,lm_id_mismatch
LMGL03014677,"TG(14:1(9Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014670,TG(14:1(9Z)/16:1(9Z)/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014666,"TG(14:1(9Z)/16:1(9Z)/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014668,"TG(14:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014669,"TG(14:1(9Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014672,TG(14:1(9Z)/16:1(9Z)/22:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03014673,"TG(14:1(9Z)/16:1(9Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014675,"TG(14:1(9Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014678,TG(14:1(9Z)/17:0/17:1(9Z))[iso6],,,,,,,,,,,,,,False
LMFA05000164,"7Z,9Z-Dodecadien-1-ol",,,,,,,,,,,,,,False
LMGL03014695,TG(14:1(9Z)/17:0/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03014694,TG(14:1(9Z)/17:0/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014681,TG(14:1(9Z)/17:0/18:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03014684,"TG(14:1(9Z)/17:0/18:3(9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014686,TG(14:1(9Z)/17:0/19:0)[iso6],,,,,,,,,,,,,,False
LMGL03014687,TG(14:1(9Z)/17:0/19:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03014690,"TG(14:1(9Z)/17:0/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014692,"TG(14:1(9Z)/17:0/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014696,TG(14:1(9Z)/17:0/22:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03014697,"TG(14:1(9Z)/17:0/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014707,"TG(14:1(9Z)/17:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014713,"TG(14:1(9Z)/17:1(9Z)/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014700,"TG(14:1(9Z)/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014706,"TG(14:1(9Z)/17:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014698,"TG(14:1(9Z)/17:0/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014699,"TG(14:1(9Z)/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014708,"TG(14:1(9Z)/17:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014709,TG(14:1(9Z)/17:1(9Z)/19:0)[iso6],,,,,,,,,,,,,,False
LMGL03014711,TG(14:1(9Z)/17:1(9Z)/20:0)[iso6],,,,,,,,,,,,,,False
LMFA01030530,"6,11-octadecadiynoic acid",,,,,,,,,,,,,,False
LMGL03014725,"TG(14:1(9Z)/17:2(9Z,12Z)/18:0)[iso6]",,,,,,,,,,,,,,False
LMFA02000421,9(Z)-13-HOME,,,,,,,,,,,,,,False
LMGL03014718,TG(14:1(9Z)/17:1(9Z)/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03014714,"TG(14:1(9Z)/17:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014715,"TG(14:1(9Z)/17:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014761,TG(14:1(9Z)/18:0/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03014717,TG(14:1(9Z)/17:1(9Z)/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014721,"TG(14:1(9Z)/17:1(9Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014723,"TG(14:1(9Z)/17:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014728,"TG(14:1(9Z)/17:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMFA01031186,6Z-heptadecenoic acid,,,,,,,,,,,,,,False
LMGL03014737,"TG(14:1(9Z)/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014730,"TG(14:1(9Z)/17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014726,"TG(14:1(9Z)/17:2(9Z,12Z)/18:1(9Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014727,"TG(14:1(9Z)/17:2(9Z,12Z)/18:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014731,"TG(14:1(9Z)/17:2(9Z,12Z)/19:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014733,"TG(14:1(9Z)/17:2(9Z,12Z)/20:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014734,"TG(14:1(9Z)/17:2(9Z,12Z)/20:1(11Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014735,"TG(14:1(9Z)/17:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014738,"TG(14:1(9Z)/17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",,,,,,,,,,,,,,False
LMFA01030545,"11,14-octadecadiynoic acid",,,,,,,,,,,,,,False
LMGL03014742,"TG(14:1(9Z)/17:2(9Z,12Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014748,"TG(14:1(9Z)/18:0/18:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014739,"TG(14:1(9Z)/17:2(9Z,12Z)/21:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014745,"TG(14:1(9Z)/17:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014746,"TG(14:1(9Z)/17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014747,TG(14:1(9Z)/18:0/18:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03014750,"TG(14:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014751,"TG(14:1(9Z)/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMPR01090012,Retinol Acetate/All-trans-retinyl Acetate,,,,,,,,,,,,,,False
LMGL03014760,TG(14:1(9Z)/18:0/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014756,"TG(14:1(9Z)/18:0/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014757,"TG(14:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014758,"TG(14:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014759,"TG(14:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014763,"TG(14:1(9Z)/18:0/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014859,TG(14:1(9Z)/19:0/20:0)[iso6],,,,,,,,,,,,,,False
LMFA05000159,"5Z,7E-Dodecadien-1-ol",,,,,,,,,,,,,,False
LMGL03014771,"TG(14:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014777,"TG(14:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014774,TG(14:1(9Z)/18:1(9Z)/20:0)[iso6],,,,,,,,,,,,,,False
LMGL03014776,"TG(14:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMPK12111031,Isoswertiajaponin,,,,,,,,,,,,,,False
LMGL03014781,TG(14:1(9Z)/18:1(9Z)/22:0)[iso6],,,,,,,,,,,,,,False
LMFA01031149,(Z)-heptadec-14-en-11-ynoic acid,,,,,,,,,,,,,,False
LMGL03014783,"TG(14:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014789,"TG(14:1(9Z)/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014795,"TG(14:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014788,"TG(14:1(9Z)/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014792,"TG(14:1(9Z)/18:2(9Z,12Z)/19:1(9Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014793,"TG(14:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014794,"TG(14:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6]","TG 14:1(9Z)/18:2(9Z,12Z)/20:1(11Z)",C55H98O6,854.7363,Glycerolipids,Triradylglycerols,TAG,56938583,,,LMGL03014794,,RXDPGFFVSMSLTG-WOVOSWEDSA-N,RM0175470,False
LMGL03014797,"TG(14:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014799,"TG(14:1(9Z)/18:2(9Z,12Z)/21:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014800,"TG(14:1(9Z)/18:2(9Z,12Z)/22:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014803,"TG(14:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014805,"TG(14:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014808,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014809,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/19:0)[iso6]",,,,,,,,,,,,,,False
LMGP01010465,PC(13:0/20:0),PC 13:0/20:0,C41H82NO8P,747.5778,Glycerophospholipids,Glycerophosphocholines,PC,24778599,,,LMGP01010465,,STFDYQJAZCASBW-LDLOPFEMSA-N,RM0173964,False
LMFA01031155,"(7Z,11E)-heptadec-7,11-dien-9-ynoic acid",,,,,,,,,,,,,,False
LMGL03014818,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014810,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014811,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014814,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014815,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014817,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/21:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014820,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014821,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014834,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/21:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014829,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014822,"TG(14:1(9Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014825,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014826,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/19:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014827,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/19:1(9Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014828,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/20:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014831,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014832,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014981,TG(15:0/15:1(9Z)/17:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03014835,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/22:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014840,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014846,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015006,TG(15:0/16:0/17:0)[iso6],TG 15:0/16:0/17:0,C51H98O6,806.7363,Glycerolipids,Triradylglycerols,TAG,56938795,,HMDB0106343,LMGL03015006,,XHQYBFXVOWIXBR-QSCHNALKSA-N,RM0175562,False
LMGL03014837,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014838,"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014842,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014844,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6]",,,,,,,,,,,,,,False
LMGP01010422,PC(11:0/25:0),,,,,,,,,,,,,,False
LMGP02050034,PE(0:0/14:1(9Z)),,,,,,,,,,,,,,False
LMGL03014852,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014848,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014850,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014851,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6]",,,,,,,,,,,,,,False
LMGL03014854,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014855,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014856,"TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014868,"TG(14:1(9Z)/19:0/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014860,TG(14:1(9Z)/19:0/20:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03014861,"TG(14:1(9Z)/19:0/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015031,TG(15:0/16:1(9Z)/17:0)[iso6],,,,,,,,,,,,,,False
LMGL03014862,"TG(14:1(9Z)/19:0/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014866,TG(14:1(9Z)/19:0/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03014867,TG(14:1(9Z)/19:0/22:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03014869,"TG(14:1(9Z)/19:0/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014871,"TG(14:1(9Z)/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014872,"TG(14:1(9Z)/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015065,TG(15:0/17:0/19:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03015007,TG(15:0/16:0/17:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03014874,TG(14:1(9Z)/19:1(9Z)/20:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03014880,TG(14:1(9Z)/19:1(9Z)/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03015066,TG(15:0/17:0/20:0)[iso6],,,,,,,,,,,,,,False
LMGL03014873,TG(14:1(9Z)/19:1(9Z)/20:0)[iso6],,,,,,,,,,,,,,False
LMGL03014876,"TG(14:1(9Z)/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014879,TG(14:1(9Z)/19:1(9Z)/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014882,"TG(14:1(9Z)/19:1(9Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014883,"TG(14:1(9Z)/19:1(9Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014885,"TG(14:1(9Z)/19:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014887,TG(14:1(9Z)/20:0/20:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03014888,"TG(14:1(9Z)/20:0/20:2(11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014889,"TG(14:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014892,TG(14:1(9Z)/20:0/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014893,TG(14:1(9Z)/20:0/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03014894,TG(14:1(9Z)/20:0/22:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03015009,TG(15:0/16:0/18:0)[iso6],TG 15:0/16:0/18:0,C52H100O6,820.7520,Glycerolipids,Triradylglycerols,TAG,56938798,,HMDB0108567,LMGL03015009,,BABSZGMYWGFHOB-ANFMRNGASA-N,RM0201078,False
LMSL03000345,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMFA06000165,"5Z,7E-Dodecadienal",,,,,,,,,,,,,,False
LMGL03014905,TG(14:1(9Z)/20:1(11Z)/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03015036,"TG(15:0/16:1(9Z)/18:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMSL03000377,"PAT16(25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMGL03014902,"TG(14:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03014904,TG(14:1(9Z)/20:1(11Z)/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03014906,TG(14:1(9Z)/20:1(11Z)/22:1(11Z))[iso6],,,,,,,,,,,,,,False
LMSL03000491,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMGL03015033,"TG(15:0/16:1(9Z)/17:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMSL03000508,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMSL03000506,"PAT16(26:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMSL03000524,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMFA01030061,2Z-octadecenoic acid,,,,,,,,,,,,,,False
LMFA01031234,"8E,15E-heptadecadien-11,13-diynoic acid",,,,,,,,,,,,,,False
LMSL03000586,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/25:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMSL03000546,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMSL03000567,"PAT16(24:0(2Me[R],3OH[R],4Me[S],6Me[S])/24:1(2E)(2Me,4Me[S],6Me[S])/24:0(2Me[R],3OH[R],4Me[S],6Me[S])/22:1(2E)(2Me,4Me[S],6Me[S]))",,,,,,,,,,,,,,False
LMGL03015034,TG(15:0/16:1(9Z)/18:0)[iso6],,,,,,,,,,,,,,False
LMGL03015035,TG(15:0/16:1(9Z)/18:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGP01010756,PC(18:0/18:1(6Z)),,,,,,,,,,,,,,False
LMGL03015051,"TG(15:0/16:1(9Z)/22:2(13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015042,TG(15:0/16:1(9Z)/20:0)[iso6],,,,,,,,,,,,,,False
LMGL03015048,TG(15:0/16:1(9Z)/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03015039,"TG(15:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015040,TG(15:0/16:1(9Z)/19:0)[iso6],,,,,,,,,,,,,,False
LMGL03015041,TG(15:0/16:1(9Z)/19:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03015045,"TG(15:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015046,"TG(15:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015047,"TG(15:0/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",,,,,,,,,,,,,,False
LMFA05000512,Undecan-2S-ol,,,,,,,,,,,,,,False
LMGL03015049,TG(15:0/16:1(9Z)/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03015054,"TG(15:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015060,"TG(15:0/17:0/18:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015052,"TG(15:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015053,"TG(15:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015055,"TG(15:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015057,"TG(15:0/17:0/17:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015058,TG(15:0/17:0/18:0)[iso6],,,,,,,,,,,,,,False
LMGL03015059,TG(15:0/17:0/18:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03015061,"TG(15:0/17:0/18:3(6Z,9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015063,"TG(15:0/17:0/18:4(6Z,9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015064,TG(15:0/17:0/19:0)[iso6],,,,,,,,,,,,,,False
LMGL03015074,TG(15:0/17:0/22:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03015072,TG(15:0/17:0/21:0)[iso6],,,,,,,,,,,,,,False
LMGL03015067,TG(15:0/17:0/20:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03015070,"TG(15:0/17:0/20:4(5Z,8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015071,"TG(15:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015073,TG(15:0/17:0/22:0)[iso6],,,,,,,,,,,,,,False
LMGL03015076,"TG(15:0/17:0/22:3(10Z,13Z,16Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015078,"TG(15:0/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015080,"TG(15:0/17:1(9Z)/17:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015081,TG(15:0/17:1(9Z)/18:0)[iso6],,,,,,,,,,,,,,False
LMGL03015092,"TG(15:0/17:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015084,"TG(15:0/17:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMFA01030613,5-undecynoic acid,,,,,,,,,,,,,,False
LMGL03015090,TG(15:0/17:1(9Z)/20:1(11Z))[iso6],,,,,,,,,,,,,,False
LMGL03015083,"TG(15:0/17:1(9Z)/18:2(9Z,12Z))[iso6]",,,,,,,,,,,,,,False
LMGL03015082,TG(15:0/17:1(9Z)/18:1(9Z))[iso6],,,,,,,,,,,,,,False
LMGL03015085,"TG(15:0/17:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",,,,,,,,,,,,,,False
